listing_id,title,monthly_rent_npr,area_sqft_approx,road_width_ft,location,ward,municipality,district,property_type,house_type,direction,bedrooms,bathrooms,living_rooms,kitchens,total_rooms,parking,built_up_sqft,no_of_flats,built_year,description,city,source
7972,"Apartment on rent at Grandy Tower, Kathmandu",65000.0,1369.0,13.0,"Grandy Tower Kathmandu Metropolis Kathmandu, Bagmati",,Grandy Tower Kathmandu Metropolis,Kathmandu,apartments,,South,3.0,2.0,,1.0,,Motorcycle,,,Select Year,"Apartment on Rent at Grandy Tower, Kathmandu Key Features: Property Code:-HR 212 Price :- 65K Per Month Location:- Grandy Tower Bedrooms:- 3 Bathrooms:-2 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings: Semi-Furnished Facing:- South Storey:-6 Contact Us Phone Numbers –  984-5877861 –  9762791734 –  9762791735 – 9864032233 – 9766389438 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
7925,furnished apartment on rent at maharajgunj,90000.0,5476.0,20.0,"Maharajgunj 3 Kathmandu Metropolis Kathmandu, Bagmati",3.0,Kathmandu Metropolis,Kathmandu,apartments,,Select Direction,2.0,2.0,,1.0,,Car 1,,1.0,Select Year,"Code:FHS151F Apartment building 2 bedroom, living, kitchen 2 Bathroom Furnished Apartment 1st floor 24 hours hot/cold water Parking space Near main areas Rent 90k ===================== Call Viber WhatsApp Wechat 9863680035,9813794428",kathmandu,gharghaderi.com
7343,Apartment On Rent,130000.0,,,"Naxal Kathmandu Metropolis Kathmandu, Bagmati",,Naxal Kathmandu Metropolis,Kathmandu,apartments,,Select Direction,3.0,2.0,,1.0,,Motorcycle,,1.0,Select Year,"3BHK Fully-Furnished Apartment for Rent at Naxal, Kathmandu 🇳🇵 Property Code:-IPAR-H 2135 Location:- Naxal, Kathmandu Rent:- 130k Bedrooms:-3 Bathrooms:- Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings: Fully-Furnished Parking:- Yes Storey:-1 Contact Us Phone & WhatsApp Numbers –  9762791735 –  9762791734 –  984-5877861 – 9864032233 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution — For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [] Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #RealEstate #PropertyInNepal #ForRent #Trending #Kathmandu #lalitpur #RealEstateNepal #NepalProperty #buysellrentnepal #HouseForSaleNepal #LandForSaleNepal #luxuryhomesnepal #investmentnepal #propertydealsnepal",kathmandu,gharghaderi.com
6849,"Apartment On Rent;- TCH Tower 2 Apartment Lazimpath, Kathmandu",120000.0,,22.0,"Lazimpath 8 Kathmandu Metropolis Kathmandu, Bagmati",8.0,Kathmandu Metropolis,Kathmandu,apartments,,East,3.0,2.0,,1.0,,,,1.0,2081,"Apartment On Rent;- TCH Tower 2 Apartment Lazimpath, Kathmandu Lazimpath, Kathmandu Need a place to call home? Look no further! Stunning apartment available for Rent at an affordable price! Location: Lazimpath, Kathmandu Bedrooms: 3 BHK{Fully- Furnished} Bathrooms: 2 price: 120 K {per Month} Property code: IPA-A1075 Features: –   Abundant natural light and beautiful city views –   Access to amenities like a gym, swimming pool, and recreational space –   Conveniently situated with easy access to transportation 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 𝐖𝐡𝐚𝐭𝐬𝐚𝐩𝐩/𝐕𝐢𝐛𝐞𝐫: 9762791735 9762791734 9845877861 9864032233 ======================================= Facilities:- Electricity Telephone Cable connection Peaceful environment 24/7 Water supply No vehicle & sound pollution Sunlight and Cross Ventilation Garbage management ======================================= For more information Contact Details:- Indus property Nepal Pvt.Ltd Email: webpage:  Page:   i=xlr2fj6ioiw1&utm_content=qbf6lnm( follow us in Instagram ) #apartmentforrent #apartment",kathmandu,gharghaderi.com
6782,Apartment On Rent;-TCH Tower 2 Apartment Lazimpath,120000.0,,20.0,"Lazimpath 8 Kathmandu Metropolis Kathmandu, Bagmati",8.0,Kathmandu Metropolis,Kathmandu,apartments,,West,3.0,2.0,,1.0,,,,1.0,2081,"Apartment On Rent;- TCH Tower 2 Apartment Lazimpath, Kathmandu Lazimpath, Kathmandu Need a place to call home? Look no further! Stunning apartment available for Rent at an affordable price! Location: Lazimpath, Kathmandu Bedrooms: 3 BHK{Fully- Furnished} Bathrooms: 2 price: 120 K {per Month} Property code: IPA-A1075 Features: –   Abundant natural light and beautiful city views –   Access to amenities like a gym, swimming pool, and recreational space –   Conveniently situated with easy access to transportation 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 𝐖𝐡𝐚𝐭𝐬𝐚𝐩𝐩/𝐕𝐢𝐛𝐞𝐫: 9762791735 9762791734 9845877861 9864032233 ======================================= Facilities:- Electricity Telephone Cable connection Peaceful environment 24/7 Water supply No vehicle & sound pollution Sunlight and Cross Ventilation Garbage management ======================================= For more information Contact Details:- Indus property Nepal Pvt.Ltd Email: webpage:  Page:   i=xlr2fj6ioiw1&utm_content=qbf6lnm( follow us in Instagram ) #apartmentforrent #apartment",kathmandu,gharghaderi.com
6161,Apartment for Rent - Beautiful Apartment | Location,26000.0,2395.75,,"Banasthali Kathmandu Metropolis Kathmandu, Bagmati",,Banasthali Kathmandu Metropolis,Kathmandu,apartments,,Select Direction,2.0,1.0,,1.0,,Cars 2,,1.0,2070,"2 Bedroom flat available to rent Interested call this no : 9841322841 *Location : Banasthali ( 2 min drive from Banasthali chwok, 10m walking distance to Shyambhu stupa, 20m walking distance to Thamel) *Bed : 2 bedroom *Living room : 1 *Kitchen:1 *Toilet : 1 *Parking facility : available for 2 & 4 wheelers *Water: hot & cold both available *Garden : yes Owners expectation : looking for a small decent family Contact no: 9841322841 Name : Samir",kathmandu,gharghaderi.com
6090,Machhapokhari whole house for rent what's app me,100000.0,,13.0,"Balaju 16 Kathmandu Metropolis Kathmandu, Bagmati",16.0,Kathmandu Metropolis,Kathmandu,apartments,,Select Direction,3.0,3.0,,3.0,,Motorcycle,900.0,3.0,2081,Full apartment House is for rent,kathmandu,gharghaderi.com
5854,"3BHK Apartment on rent at Maharajgunj, KTM",70000.0,54760.0,13.0,"Maharajgunj Kathmandu Metropolis Kathmandu, Bagmati",,Maharajgunj Kathmandu Metropolis,Kathmandu,apartments,,South East,3.0,3.0,,1.0,,Cars 10-15,,1.0,2069,"𝐅𝐨𝐫 𝐒𝐚𝐥𝐞: काठमाडौँ,  काठमाडौँ नगरपालिका, महाराजगन्ज, Chappal Karkhana बाट १०० मीटरको दुरीमा १० रोपनी जग्गामा फैलिएको अपार्टमेन्ट भाडामा छ। 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐂𝐨𝐝𝐞: SSKTM304 अन्य जानकारीको लागि: Website: YouTube: ========================= 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧: Land: 10 Ropani Type: 3BHK Apartment Bedroom: 3 Bathroom: 3 Living: 1 Kitchen: 1 Furnishing: Fully-Furnished Face: South-East Floor: Ground Floor Road: 20 Feet Parking: Yes Price: On Call Location: Maharajgunj, KTM For More Details: Whatsapp/Viber 🇳🇵+977 9801307990 ========================= 𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧: 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 01- 4597400 (𝐃𝐮𝐫𝐢𝐧𝐠 𝐎𝐟𝐟𝐢𝐜𝐞 𝐇𝐨𝐮𝐫𝐬) 9801307990, 9851349120 Ratopul, Kathmandu #SaraSewa #SaraSewaNepal #RealEstateNepal #Maharajgunj #KTM",kathmandu,gharghaderi.com
3619,3BHK Furnished Apartment Rent In Sitapaila KTM,55000.0,1200.0,,"Sitapaila Kathmandu Metropolis Kathmandu, State 3",3.0,Sitapaila Kathmandu Metropolis,Kathmandu,apartments,,East,3.0,2.0,,,,Motorbike,,1.0,2076,"3 Bhk for rent in TCH Apartments, Sitapaila Attributes: - 3bhk wth 2 bathrooms, one attached to the masterbedroom. - Fully furnished with beds, cupboards, TV, washing machine, sofa, refrigerator, oven, geyser, water etc. - South facing with ample sunlight - 4th floor with great panoramic view - 24 hr security guard - Swimming pool - 3 mins walk to ring road and bus stop - 2 mins walk to Suvekshya Hospital. - 3 mins walk to Salesberry supermarket. Contact: R Bajracharya: 9801390878 , 9849851557",kathmandu,gharghaderi.com
3330,3BHK full furnished for rent/ Suncity Apartment,65000.0,1187.0,6.0,"Kadaghari, Pepsicola 9 Kathmandu Metropolis Kathmandu, State 3",9.0,Kathmandu Metropolis,Kathmandu,apartments,,South east,3.0,2.0,,,,Car 1,,1.0,2070,"A fully furnished apartment is for rent at Kadaghari, Kathmandu at a reasonable price. This flat of Suncity Apartment lies on the 4th floor.3 Bed + 2 Toilet; Area 1187 sq ft; Balcony = 70 sq ft has road access of 20 ft wide Pitched road. This apartment has a total no of 3 bedrooms, 1 living room, 1 kitchen, 2 bathrooms. 1 bathroom is attached with a master bedroom and another is common. The basic necessary facilities of water supply, electricity, garbage disposal, Gym, Swimming pool, Parking space, and few more things are available. This is a pet-friendly area with a garden area and playground space. This apartment is some meter distance from Kadaghari Police Station and Sunrise Bank. It is located at a prime location where many schools, shops, colleges, banks, Restaurant is available near this place. The price can be negotiable for potential buyers. Reason to stay in *** Beautifully landscaped complex *** Shopping mall, academic and health care facilities nearby *** Gym with swimming pool *** Play zone for children *** Multipurpose hall for private functions *** Two(one 12 passengers) elevators in each tower *** Amphitheatre and jogging track *** 75% open area *** Earthquake resistance RCC frame structure *** Regular water supply *** Temple *** Space for laundry *** Basket Ball and Badminton Court *** Round the clock security *** Ample car and bike parking both overground and underground *** Firefighting system *** Standby generator for emergency power supply *** ATM within the township *** Excellent transport links and availability *** friendly local and tourist information service to the guest *** wonderful city, hills, and mountain views from every room. *** Close to the Airport *** Very close to all the major tourist destinations. *** very low price as it is under negotiated deals. Distance from the Apartment City center 6 Km Pashupati Nath Temple : 3 km Bhaktapur: 7 km Patan : 3 km Airport 2 km Boudhanath: 3.5 km Airport:.3.5 km",kathmandu,gharghaderi.com
3095,1 bedroom furnished apartment for rent in Lazimpat,45000.0,1500.0,13.0,"Gyandeep Marg, Lazimpat 2 Kathmandu Kathmandu, State 3",2.0,,Kathmandu,apartments,,North,1.0,1.0,,,,Car 1,,1.0,2071,"We have 1 Bedroom furnished air-conditioned apartment for rent in Lazimpat on ground floor. There is 1 bedroom with AC, bathroom, kitchen with all kitchenware, utensils, fridge, oven etc. Monthly rent NPR 45000/- Rent includes: Cooking Gas, Electricity, Drinking water, wifi, parking, hot&cold water, etc Contact: Namaste Apartment Gyandeep Marg, Lazimpat, Kathmandu Call: +977-9860328841 Viber/WhatsApp +977-9851001068",kathmandu,gharghaderi.com
7548,House on sale at hepali golfutar sold,40000000.0,1540.12,16.0,"Galfutar Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,apartments,Residential,South West,4.0,5.0,1.0,1.0,6.0,Cars 2,,2.5,2078,"Code:FHS222H House on sale at hepali 4.5 aana 13ft road 4bhk 5 bathroom west south face 4cr nego ==================== Call Viber WhatsApp 9863680035,9813794428",kathmandu,gharghaderi.com
3372,"4.5 Storey House On Sale. Nepaltar, Kathmandu (Negotiable)",38000000.0,,13.0,"tarksewor 04 Kathmandu Metropolis Kathmandu, State 3",4.0,Kathmandu Metropolis,Kathmandu,apartments,Semi-commercial,North east,8.0,5.0,15.0,,,Car 1,,4.5,2073,"If you want a Pre built House with Easy rentable Rooms And Enough Living Space For a Nuclear or Joint family Alike Look NO Further .It is Located in GandeshMan Marga Near Srijana gyan sagar school .Just 1.1 KM From Ring Road Maccha Pokahri . It Has good  Availability of Water and all the basic necessity shops like Retail store, Wholesale store, Medical Store , Restaurant & good local school are in 2 minute Walking Distance . Facilities like Hospital and  Gyms & supermarket are within 10 minute of walking distance. Can Earn Minimum Of 60 Thousand-80 Thousand in Rent Monthly. If you have Any Inquiry Or need appointment call 9765554197 on Phone Or viber . Some Feature Are Listed Below :- 1) Good and enough Supply of Water 2) Ample Parking Space for 1 Car And Few Bikes 3) Easy mode of Transportation (Just 1.1 Km From Main Chowk Of Macchapokahri RingRoad) 4) 17 Rooms Within 5 Storey 5) Rooms To be Rented Never Goes Free (high Demand Of Rented Room ) 6) All Basic Necessity Services Within 2 Min of walking distance For Eg Retail Shop, Medical Shop+ Treatment Center , Wholesale Shop,  Clothes Shop And many more 7) Services Like Hospital and Schools and Gyms Within 5-10 Minutes Of Walking Distance 8) 20 Ft of Road Outside And 13 feet of Road Inside 9) Is the Second House From main 20 Ft Road so no Traffic and Fear Of Electrical Lines 10 ) Good View of Surrounding and Raniban 11) Peaceful Environment And Many more If you want a Pre built House with Easy rentable Rooms And Enough Living Space For a Nuclear or Joint family Alike Look NO Further Floor Wise Specification Floor 1-3 ( 4 Rooms , 2 Big Size 1 Medium Sized room and 1 Kitchen ) + A Bathroom Good To rent Floor 4 2 Big Sized Room And 1 Medium Sized Room + 1 bathroom Has a Balcony Which Can be Converted into a Medium Sized Room IF Necessary Floor 5 1 Kitchen and 1 Medium Sized Room +1 Bathroom + 1 Terrace Tap space + A good Balcony With Ample space Terrace Has Water Tanks and Can be used to Sun bathe",kathmandu,gharghaderi.com
3096,House on Sale at Goldhunga Kathmandu,19000000.0,,13.0,"Goldunga 04 Tarkeshwor Kathmandu, Bagmati",4.0,,Kathmandu,apartments,Semi-commercial,South east,8.0,3.0,2.0,2.0,11.0,Motorbike,,2.5,2070,"Click to watch house video: Description Beautiful house with amazing scene from top is on sale. East-South facing house. 3.5 floor house is made in 3 ana jagga with 11 rooms altogether. Afno family 4 rooms flat ma basera pani. Monthly rent 30000+ uthxa ghar bata. Every rooms have solar lights so no worry for loadsedding. Also hot and cold water in bathroom. With Landline Telephone and Cable Channel set in this House Building structure . 1. Ground floor= Vitri-Bahiri kotha + big hall room with common toilet . 2. 1st floor= 4 rooms with furnished bathroom+ toilet . 3. 2nd floor= 2bedroom+ living room + big furnished toilet/bathroom + Baranda (also you can add room on it) 4. 3rd floor= 1 big furnished kitchen with big terrace . We are moving to abroad and willing to sell house urgently with its furniture and applicances. With this amount 1.90 cr you will get all the furnitures and applicances from house like: Tv, fridge, cupboard, king size bed, racks, washing maschine, curtains, gas gyesar, dinning table, sofa, carpet, matress etc etc. . . House has sufficent water facility with two Dhara + inar. And it consits of Reserve tanky Please only come to vist or call if you are genuine buyers. Broker haru le kasta nagarnu hola. No brokers please",kathmandu,gharghaderi.com
